"サービスID","データID","取得日","飲食購入金額","コメント"
"0000180800","cli_t-30","2019-06-19 17:50:01","650",""
"0000471104","cli_t-30","2019-06-12 07:37:49","850",""
"000050854","cli_t-30","2019-11-16 05:53:31","500",""
"0000743496","cli_t-30","2019-07-24 19:09:19","100",""
"0000860815","cli_t-30","2019-07-24 07:13:12","600",""
"0000612148","cli_t-30","2019-05-04 18:39:30","600",""
"0000183158","cli_t-30","2019-09-04 14:59:03","350",""
"0000869500","cli_t-30","2019-06-10 04:09:57","450",""
"0000198727","cli_t-30","2019-01-14 11:07:04","100",""
"0000765382","cli_t-30","2019-12-10 06:08:10","700",""
"0000709426","cli_t-30","2019-07-10 15:50:15","750",""
"0000780235","cli_t-30","2019-09-27 04:19:32","900",""
"0000359997","cli_t-30","2019-07-20 13:24:01","200",""
"0000329178","cli_t-30","2019-07-29 23:35:40","500",""
"0000582861","cli_t-30","2019-02-13 17:02:57","350",""
"0000126058","cli_t-30","2019-07-10 13:48:33","150",""
"0000271734","cli_t-30","2019-10-03 14:35:38","100",""
"0000101836","cli_t-30","2019-10-07 10:39:42","850",""
"0000904255","cli_t-30","2019-05-12 19:29:09","550",""
"0000192380","cli_t-30","2019-02-13 15:13:27","100",""
"0000288524","cli_t-30","2019-06-03 01:34:02","150",""
"000035836","cli_t-30","2019-04-18 02:06:21","550",""
"0000400524","cli_t-30","2019-12-10 00:48:13","800",""
"0000504255","cli_t-30","2019-10-29 13:27:28","900",""
"0000643539","cli_t-30","2019-04-20 19:21:52","300",""
"0000346118","cli_t-30","2019-05-11 14:30:42","350",""
"0000175370","cli_t-30","2019-12-23 02:19:12","900",""
"0000176883","cli_t-30","2019-03-31 06:58:37","850",""
"0000813913","cli_t-30","2019-03-21 10:54:20","200",""
"0000449489","cli_t-30","2019-04-08 06:06:15","650",""
"0000654612","cli_t-30","2019-04-03 03:26:25","700",""
"000065776","cli_t-30","2019-03-04 07:11:30","650",""
"0000969548","cli_t-30","2019-11-16 19:53:51","350",""
"0000949870","cli_t-30","2019-04-18 19:03:38","250",""
"0000489690","cli_t-30","2019-08-12 21:46:50","300",""
"0000400616","cli_t-30","2019-10-01 00:53:16","800",""
"0000162176","cli_t-30","2019-01-19 17:17:25","950",""
"0000625087","cli_t-30","2019-09-30 09:40:55","750",""
"0000526550","cli_t-30","2019-04-24 22:36:05","250",""
"000023131","cli_t-30","2019-09-12 14:41:46","750",""
"0000550936","cli_t-30","2019-05-22 14:00:57","150",""
"0000427930","cli_t-30","2019-07-18 21:26:25","550",""
"000077750","cli_t-30","2019-07-26 15:50:41","650",""
"0000727989","cli_t-30","2019-03-26 22:21:46","500",""
"0000968060","cli_t-30","2019-09-30 16:19:12","750",""
"0000887149","cli_t-30","2019-02-07 06:02:55","650",""
"0000394422","cli_t-30","2019-06-21 15:19:43","700",""
"0000299528","cli_t-30","2019-07-22 06:13:38","750",""
"000085730","cli_t-30","2019-03-07 13:55:32","100",""
"000096606","cli_t-30","2019-08-12 03:18:30","800",""
"0000172024","cli_t-30","2019-05-23 04:17:41","550",""
"0000793714","cli_t-30","2019-08-09 17:10:52","600",""
"0000398334","cli_t-30","2019-10-27 17:20:20","700",""
"0000514088","cli_t-30","2019-05-18 17:26:14","200",""
"0000727353","cli_t-30","2019-05-27 23:01:36","400",""
"000025184","cli_t-30","2019-01-30 04:43:06","200",""
"0000481437","cli_t-30","2019-11-11 17:50:08","850",""
"0000686025","cli_t-30","2019-03-21 14:27:32","800",""
"0000338961","cli_t-30","2019-12-13 23:13:30","700",""
"0000921305","cli_t-30","2019-08-09 12:24:14","400",""
"0000487177","cli_t-30","2019-04-29 19:48:40","250",""
"0000219291","cli_t-30","2019-07-28 09:30:19","400",""
"0000995389","cli_t-30","2019-10-21 08:11:45","500",""
"000078285","cli_t-30","2019-05-16 02:40:02","350",""
"0000432179","cli_t-30","2019-12-04 05:31:35","850",""
"0000106457","cli_t-30","2019-05-26 13:17:17","100",""
"0000880229","cli_t-30","2019-08-17 13:42:02","950",""
"0000816213","cli_t-30","2019-06-01 07:15:23","400",""
"0000676050","cli_t-30","2019-06-13 22:23:46","300",""
"000092088","cli_t-30","2019-08-02 06:35:40","800",""
"0000507493","cli_t-30","2019-12-16 09:28:44","800",""
"0000962753","cli_t-30","2019-04-07 15:48:04","400",""
"0000789234","cli_t-30","2019-02-02 08:53:40","300",""
"0000639289","cli_t-30","2019-02-21 09:31:44","800",""
"000025082","cli_t-30","2019-02-23 10:41:54","550",""
"0000333904","cli_t-30","2019-08-03 01:51:47","200",""
"0000512750","cli_t-30","2019-12-19 07:52:33","300",""
"0000101259","cli_t-30","2019-02-17 18:44:45","300",""
"0000419130","cli_t-30","2019-10-29 05:33:42","550",""
"000015981","cli_t-30","2019-01-22 21:40:33","650",""
"0000943573","cli_t-30","2019-08-31 12:03:08","600",""
"0000603869","cli_t-30","2019-12-05 15:20:43","900",""
"0000245884","cli_t-30","2019-11-28 12:45:14","350",""
"0000150921","cli_t-30","2019-09-14 17:13:00","900",""
"0000617050","cli_t-30","2019-11-10 18:13:44","150",""
"0000936412","cli_t-30","2019-02-03 13:51:23","350",""
"000022371","cli_t-30","2019-08-01 16:11:28","350",""
"0000697481","cli_t-30","2019-07-15 16:17:20","900",""
"0000162659","cli_t-30","2019-05-15 11:47:38","700",""
"0000542195","cli_t-30","2019-11-10 01:09:14","600",""
"0000704236","cli_t-30","2019-10-14 11:20:26","650",""
"0000697479","cli_t-30","2019-06-22 05:06:35","200",""
"0000579304","cli_t-30","2019-09-27 19:37:16","600",""
"0000833946","cli_t-30","2019-02-02 11:03:39","750",""
"0000416481","cli_t-30","2019-10-01 18:29:45","300",""
"0000322374","cli_t-30","2019-02-11 03:32:51","650",""
"0000871373","cli_t-30","2019-04-17 22:29:16","550",""
"0000116129","cli_t-30","2019-02-27 19:26:54","150",""
"0000360003","cli_t-30","2019-09-05 19:56:39","500",""
"0000493554","cli_t-30","2019-03-10 21:11:57","150",""
"0000130942","cli_t-30","2019-11-20 20:29:16","850",""
"0000934208","cli_t-30","2019-04-04 01:12:03","350",""
"0000386437","cli_t-30","2019-05-05 19:13:35","500",""
"0000932396","cli_t-30","2019-03-04 03:27:12","600",""
"0000735568","cli_t-30","2019-01-20 23:25:23","850",""
"0000786109","cli_t-30","2019-04-11 21:28:23","650",""
"0000408363","cli_t-30","2019-06-01 05:12:36","200",""
"0000532529","cli_t-30","2019-10-10 05:30:26","100",""
"0000737607","cli_t-30","2019-01-18 04:46:00","250",""
"0000931641","cli_t-30","2019-06-24 09:59:04","250",""
"0000787627","cli_t-30","2019-09-02 09:26:55","200",""
"000041947","cli_t-30","2019-11-25 18:01:51","250",""
"0000849164","cli_t-30","2019-04-20 13:17:22","200",""
"0000782806","cli_t-30","2019-11-27 17:06:22","250",""
"0000518940","cli_t-30","2019-09-14 19:31:02","850",""
"0000568838","cli_t-30","2019-10-25 00:01:14","200",""
"0000353010","cli_t-30","2019-04-09 10:34:04","550",""
"0000676728","cli_t-30","2019-08-11 05:21:08","250",""
"0000549660","cli_t-30","2019-09-30 11:11:37","850",""
"000035669","cli_t-30","2019-03-22 19:16:20","300",""
"0000685845","cli_t-30","2019-01-26 16:48:00","250",""
"0000123915","cli_t-30","2019-07-29 05:31:07","750",""
"0000228230","cli_t-30","2019-04-05 15:29:57","350",""
"0000267608","cli_t-30","2019-04-18 12:52:13","600",""
"0000428854","cli_t-30","2019-06-20 14:35:23","100",""
"0000921935","cli_t-30","2019-05-24 17:57:51","800",""
"0000968310","cli_t-30","2019-05-31 22:48:39","200",""
"0000584326","cli_t-30","2019-07-22 15:52:55","600",""
"0000972825","cli_t-30","2019-09-20 07:55:04","350",""
"0000217368","cli_t-30","2019-08-27 10:37:00","550",""
"0000560209","cli_t-30","2019-04-19 21:30:57","900",""
"0000159375","cli_t-30","2019-12-21 15:30:07","750",""
"0000346468","cli_t-30","2019-06-19 16:31:19","450",""
"0000127570","cli_t-30","2019-02-17 05:54:31","300",""
"0000428334","cli_t-30","2019-08-16 03:54:36","450",""
"0000541563","cli_t-30","2019-08-09 12:46:27","150",""
"00004258","cli_t-30","2019-05-24 23:18:58","600",""
"0000946647","cli_t-30","2019-12-25 15:54:57","650",""
"0000139711","cli_t-30","2019-01-08 09:17:08","750",""
"0000328035","cli_t-30","2019-08-05 14:14:38","150",""
"0000108388","cli_t-30","2019-09-07 10:09:22","850",""
"000032516","cli_t-30","2019-04-21 00:03:57","150",""
"000054314","cli_t-30","2019-07-16 02:41:40","350",""
"0000488020","cli_t-30","2019-05-11 14:49:25","600",""
"0000209429","cli_t-30","2019-04-06 07:42:47","700",""
"0000891667","cli_t-30","2019-05-30 01:54:24","250",""
"0000130557","cli_t-30","2019-10-18 17:59:31","350",""
"0000375988","cli_t-30","2019-05-12 15:11:22","500",""
"0000712638","cli_t-30","2019-10-19 01:33:58","700",""
"0000364597","cli_t-30","2019-09-16 12:44:34","500",""
"0000288804","cli_t-30","2019-05-06 09:25:00","550",""
"0000670908","cli_t-30","2019-12-14 13:10:13","150",""
"0000293041","cli_t-30","2019-12-23 19:23:49","200",""
"0000869258","cli_t-30","2019-11-28 10:42:39","100",""
"0000434891","cli_t-30","2019-02-27 07:39:38","250",""
"0000365917","cli_t-30","2019-05-19 18:03:23","600",""
"0000191413","cli_t-30","2019-12-14 18:57:29","850",""
"0000337282","cli_t-30","2019-10-27 09:23:36","300",""
"000095210","cli_t-30","2019-12-11 14:32:32","700",""
"0000819427","cli_t-30","2019-03-12 06:59:58","650",""
"0000420381","cli_t-30","2019-02-19 15:25:52","250",""
"0000101583","cli_t-30","2019-03-14 05:32:10","650",""
"0000143392","cli_t-30","2019-10-16 13:22:20","950",""
"000054469","cli_t-30","2019-01-04 23:31:26","300",""
"000079232","cli_t-30","2019-05-29 02:20:13","500",""
"0000851498","cli_t-30","2019-05-19 00:35:37","250",""
"0000385535","cli_t-30","2019-12-15 15:08:19","100",""
"000042957","cli_t-30","2019-10-06 09:24:53","750",""
"0000107006","cli_t-30","2019-08-09 19:18:07","100",""
"0000768936","cli_t-30","2019-11-20 06:14:38","400",""
"0000270801","cli_t-30","2019-03-10 10:07:12","100",""
"0000402810","cli_t-30","2019-04-20 19:27:24","150",""
"0000634616","cli_t-30","2019-08-31 00:58:31","100",""
"0000133106","cli_t-30","2019-06-28 00:38:14","600",""
"0000283777","cli_t-30","2019-08-20 09:57:21","750",""
"0000376176","cli_t-30","2019-07-08 11:52:04","900",""
"000085472","cli_t-30","2019-01-28 19:21:22","250",""
"0000912924","cli_t-30","2019-08-22 08:43:32","750",""
"0000597436","cli_t-30","2019-08-09 01:53:44","150",""
"0000822767","cli_t-30","2019-12-23 02:50:15","200",""
"0000524951","cli_t-30","2019-07-04 07:34:37","100",""
"0000126768","cli_t-30","2019-09-22 02:31:49","700",""
"0000653229","cli_t-30","2019-09-07 02:38:05","150",""
"0000807344","cli_t-30","2019-04-29 17:39:17","350",""
"0000895382","cli_t-30","2019-03-10 20:20:10","150",""
"0000359842","cli_t-30","2019-11-26 10:34:56","450",""
"0000107069","cli_t-30","2019-06-25 04:27:57","150",""
"000056887","cli_t-30","2019-08-25 13:55:37","750",""
"0000924999","cli_t-30","2019-06-10 11:16:29","850",""
"0000804322","cli_t-30","2019-12-22 11:58:35","300",""
"0000985693","cli_t-30","2019-01-28 00:11:24","350",""
"0000525746","cli_t-30","2019-05-18 00:23:22","600",""
"0000754789","cli_t-30","2019-01-16 23:02:24","800",""
"0000802114","cli_t-30","2019-02-15 12:15:06","450",""
"0000127351","cli_t-30","2019-07-12 21:08:05","900",""
"0000723572","cli_t-30","2019-03-11 06:43:55","100",""
"0000740158","cli_t-30","2019-06-26 02:58:08","100",""
"0000508127","cli_t-30","2019-01-19 22:44:29","500",""
"0000937379","cli_t-30","2019-04-18 21:03:22","250",""
"0000538457","cli_t-30","2019-12-08 23:06:41","950",""
"0000457787","cli_t-30","2019-01-07 06:20:15","250",""
"000049951","cli_t-30","2019-07-23 19:51:57","100",""
"0000920289","cli_t-30","2019-01-23 06:58:21","150",""
"0000253752","cli_t-30","2019-06-24 19:22:44","400",""
"0000162017","cli_t-30","2019-05-02 02:55:55","400",""
"0000460471","cli_t-30","2019-04-21 00:28:30","400",""
"000065479","cli_t-30","2019-09-15 08:59:41","100",""
"0000706370","cli_t-30","2019-12-10 11:41:30","650",""
"0000201544","cli_t-30","2019-02-17 17:25:02","450",""
"0000135103","cli_t-30","2019-01-29 20:17:41","150",""
"0000887172","cli_t-30","2019-04-30 00:51:30","400",""
"0000106767","cli_t-30","2019-12-13 18:45:12","300",""
"0000237501","cli_t-30","2019-04-18 02:11:59","350",""
"0000813800","cli_t-30","2019-10-01 12:11:44","900",""
"000051600","cli_t-30","2019-11-15 11:21:44","150",""
"0000521485","cli_t-30","2019-11-30 09:00:39","100",""
"0000114560","cli_t-30","2019-06-09 18:36:37","550",""
"0000763267","cli_t-30","2019-07-28 05:04:45","800",""
"0000506187","cli_t-30","2019-11-28 22:57:48","750",""
"0000507565","cli_t-30","2019-08-19 13:09:36","300",""
"0000575323","cli_t-30","2019-07-23 20:33:37","250",""
"00004956","cli_t-30","2019-07-02 04:35:46","200",""
"0000708952","cli_t-30","2019-02-02 19:21:34","250",""
"0000361515","cli_t-30","2019-02-08 16:11:17","850",""
"0000160721","cli_t-30","2019-02-25 16:44:56","900",""
"0000912070","cli_t-30","2019-11-04 10:19:24","400",""
"0000623109","cli_t-30","2019-06-18 07:42:39","100",""
"0000563059","cli_t-30","2019-08-13 16:06:38","400",""
"0000869623","cli_t-30","2019-09-05 08:02:29","900",""
"0000528206","cli_t-30","2019-05-27 21:41:45","900",""
"0000972819","cli_t-30","2019-06-12 11:34:38","700",""
"0000400317","cli_t-30","2019-11-11 13:37:05","350",""
"0000220767","cli_t-30","2019-06-27 00:59:43","750",""
"0000299857","cli_t-30","2019-02-20 03:56:05","600",""
"0000586885","cli_t-30","2019-04-15 05:54:58","200",""
"0000143197","cli_t-30","2019-03-04 13:48:35","100",""
"0000593216","cli_t-30","2019-04-29 12:05:40","900",""
"0000976956","cli_t-30","2019-04-09 05:18:49","350",""
"0000371488","cli_t-30","2019-02-26 03:04:21","500",""
"0000738342","cli_t-30","2019-07-31 02:54:45","900",""
"0000453291","cli_t-30","2019-06-06 15:50:25","800",""
"0000921395","cli_t-30","2019-08-22 15:05:53","650",""
"0000763815","cli_t-30","2019-08-10 17:21:52","550",""
"000099089","cli_t-30","2019-11-28 14:25:44","650",""
"0000683774","cli_t-30","2019-09-13 22:57:29","350",""
"0000527118","cli_t-30","2019-02-05 12:42:09","500",""
"0000377466","cli_t-30","2019-12-30 10:12:29","550",""
"000018259","cli_t-30","2019-10-05 06:27:14","300",""
"0000965603","cli_t-30","2019-12-10 01:21:40","700",""
"0000462358","cli_t-30","2019-08-20 16:01:07","900",""
"0000349738","cli_t-30","2019-07-09 11:36:49","950",""
"0000117105","cli_t-30","2019-09-22 09:35:32","600",""
"0000375106","cli_t-30","2019-03-13 08:08:47","400",""
"0000395282","cli_t-30","2019-02-03 16:24:18","500",""
"0000822225","cli_t-30","2019-02-05 05:32:42","600",""
"0000261805","cli_t-30","2019-01-22 20:36:24","150",""
"0000582622","cli_t-30","2019-04-07 09:09:20","750",""
"000074180","cli_t-30","2019-02-20 07:12:38","900",""
"0000958532","cli_t-30","2019-11-24 11:27:26","800",""
"0000839506","cli_t-30","2019-06-04 06:22:41","900",""
"0000225530","cli_t-30","2019-02-06 20:29:56","400",""
"0000704624","cli_t-30","2019-06-22 17:25:05","350",""
"0000716076","cli_t-30","2019-05-16 23:09:51","450",""
"0000762646","cli_t-30","2019-04-24 02:48:41","850",""
"0000572277","cli_t-30","2019-05-07 22:23:31","300",""
"0000720328","cli_t-30","2019-03-07 22:12:39","100",""
"0000904895","cli_t-30","2019-11-06 09:01:30","350",""
"0000350263","cli_t-30","2019-04-02 03:54:42","550",""
"0000380459","cli_t-30","2019-07-19 13:41:07","100",""
"0000861264","cli_t-30","2019-04-30 01:04:43","250",""
"0000799861","cli_t-30","2019-05-27 23:31:19","650",""
"0000801118","cli_t-30","2019-11-27 16:49:16","350",""
"0000230643","cli_t-30","2019-08-09 06:06:18","600",""
"0000119622","cli_t-30","2019-02-10 06:04:38","450",""
"0000717954","cli_t-30","2019-06-07 10:00:10","650",""
"0000541542","cli_t-30","2019-10-03 16:37:59","550",""
"0000179429","cli_t-30","2019-12-12 16:09:08","950",""
"0000645352","cli_t-30","2019-12-28 15:06:32","700",""
"0000827756","cli_t-30","2019-07-17 16:38:29","850",""
"0000673289","cli_t-30","2019-01-30 06:09:32","150",""
"0000183855","cli_t-30","2019-06-15 17:37:53","200",""
"0000268913","cli_t-30","2019-07-09 05:10:17","550",""
"0000660224","cli_t-30","2019-09-24 00:25:52","450",""
"000031970","cli_t-30","2019-09-08 09:18:12","950",""
"0000458604","cli_t-30","2019-08-01 00:23:19","700",""
"000064166","cli_t-30","2019-10-09 07:08:47","950",""
"0000278606","cli_t-30","2019-07-01 18:45:15","850",""
"0000855628","cli_t-30","2019-11-15 13:48:16","400",""
"0000283038","cli_t-30","2019-05-28 08:21:46","900",""
"000055166","cli_t-30","2019-09-15 07:36:00","400",""
"0000616581","cli_t-30","2019-07-13 22:31:08","700",""
"0000522911","cli_t-30","2019-10-31 08:30:51","300",""
"0000944515","cli_t-30","2019-02-23 13:26:51","600",""
"0000769524","cli_t-30","2019-12-02 03:13:05","150",""
"0000808985","cli_t-30","2019-10-04 05:30:38","450",""
"0000284935","cli_t-30","2019-12-06 16:00:22","900",""
"0000263232","cli_t-30","2019-08-11 12:57:35","900",""
"0000969079","cli_t-30","2019-10-12 18:13:56","900",""
"0000643380","cli_t-30","2019-03-02 04:46:37","500",""
"0000464116","cli_t-30","2019-01-18 09:28:43","700",""
"0000403978","cli_t-30","2019-05-27 02:04:57","200",""
"0000116650","cli_t-30","2019-03-17 15:17:50","750",""
"0000746293","cli_t-30","2019-07-11 05:47:32","950",""
"0000860322","cli_t-30","2019-05-10 07:30:21","200",""
"0000640551","cli_t-30","2019-03-04 10:15:29","650",""
"0000573739","cli_t-30","2019-10-20 23:02:54","350",""
"0000484163","cli_t-30","2019-04-08 01:47:37","700",""
"000058469","cli_t-30","2019-11-10 23:05:23","850",""
"0000546789","cli_t-30","2019-03-20 19:53:20","850",""
"00009063","cli_t-30","2019-07-16 21:49:13","850",""
"0000163741","cli_t-30","2019-01-31 14:53:49","700",""
"000031853","cli_t-30","2019-03-28 03:47:37","250",""
"0000593838","cli_t-30","2019-08-06 12:21:19","500",""
"0000338453","cli_t-30","2019-07-29 12:27:17","350",""
"0000599182","cli_t-30","2019-07-13 03:38:24","100",""
"0000504175","cli_t-30","2019-05-23 15:52:19","150",""
"000060648","cli_t-30","2019-08-27 19:57:20","850",""
"0000349587","cli_t-30","2019-05-26 08:49:08","950",""
"0000720490","cli_t-30","2019-09-30 15:36:28","400",""
"0000240281","cli_t-30","2019-09-05 21:01:57","500",""
"0000187160","cli_t-30","2019-03-17 10:09:46","250",""
"0000492700","cli_t-30","2019-12-19 14:32:30","400",""
"0000158647","cli_t-30","2019-09-16 08:14:27","450",""
"0000533946","cli_t-30","2019-06-22 07:45:34","350",""
"0000372925","cli_t-30","2019-12-02 00:28:11","600",""
"0000899704","cli_t-30","2019-02-03 08:59:47","200",""
"0000122739","cli_t-30","2019-10-20 16:44:11","600",""
"0000244396","cli_t-30","2019-05-12 15:46:37","300",""
"0000223437","cli_t-30","2019-05-26 12:49:35","600",""
"0000310053","cli_t-30","2019-12-04 10:43:41","400",""
"0000233007","cli_t-30","2019-05-30 12:29:25","700",""
"0000378207","cli_t-30","2019-03-25 20:14:52","550",""
"0000863862","cli_t-30","2019-04-05 02:01:41","700",""
"0000823285","cli_t-30","2019-02-01 10:44:59","550",""
"0000305173","cli_t-30","2019-02-06 08:30:10","150",""
"0000584779","cli_t-30","2019-12-12 07:49:09","500",""
"000030160","cli_t-30","2019-01-15 15:09:10","700",""
"0000762491","cli_t-30","2019-07-03 05:57:20","300",""
"0000713982","cli_t-30","2019-06-20 15:55:19","850",""
"0000611044","cli_t-30","2019-07-02 15:30:01","350",""
"0000982387","cli_t-30","2019-03-12 12:19:00","800",""
"0000718386","cli_t-30","2019-12-01 19:29:09","950",""
"0000244005","cli_t-30","2019-03-19 21:13:18","700",""
"0000165073","cli_t-30","2019-12-17 15:21:53","950",""
"0000721738","cli_t-30","2019-06-04 11:53:33","600",""
"000070057","cli_t-30","2019-07-29 02:29:54","600",""
"0000573228","cli_t-30","2019-12-07 03:15:57","800",""
"0000177793","cli_t-30","2019-10-29 15:52:25","300",""
"0000445084","cli_t-30","2019-08-29 01:05:34","750",""
"0000869075","cli_t-30","2019-06-08 13:14:57","900",""
"0000729713","cli_t-30","2019-05-03 06:34:50","850",""
"0000683955","cli_t-30","2019-11-17 19:45:17","400",""
"0000726660","cli_t-30","2019-07-19 16:23:56","200",""
"0000599039","cli_t-30","2019-02-08 20:21:33","400",""
"0000391500","cli_t-30","2019-12-16 02:07:29","900",""
"0000291662","cli_t-30","2019-12-08 23:31:32","550",""
"000027739","cli_t-30","2019-11-22 13:04:59","300",""
"0000607651","cli_t-30","2019-05-12 06:23:35","550",""
"0000639937","cli_t-30","2019-04-15 15:39:22","600",""
"0000127609","cli_t-30","2019-07-19 17:33:24","150",""
"0000267463","cli_t-30","2019-08-27 06:10:09","600",""
"0000206079","cli_t-30","2019-02-08 03:12:23","400",""
"000050712","cli_t-30","2019-02-11 18:26:28","550",""
"0000269613","cli_t-30","2019-12-03 14:37:10","400",""
"0000301892","cli_t-30","2019-03-12 15:10:49","300",""
"0000375731","cli_t-30","2019-06-20 18:23:44","950",""
"0000240946","cli_t-30","2019-05-03 22:48:17","250",""
"0000114115","cli_t-30","2019-03-24 07:05:10","500",""
"0000523468","cli_t-30","2019-04-10 23:03:53","450",""
"000082234","cli_t-30","2019-08-14 02:48:26","200",""
"0000807276","cli_t-30","2019-12-06 12:40:44","300",""
"0000766205","cli_t-30","2019-07-18 00:40:28","800",""
"0000824363","cli_t-30","2019-11-12 17:20:17","200",""
"0000660093","cli_t-30","2019-11-03 01:46:05","900",""
"0000542518","cli_t-30","2019-09-21 05:21:57","950",""
"0000298141","cli_t-30","2019-10-30 05:12:01","750",""
"0000935582","cli_t-30","2019-04-01 06:30:10","500",""
"0000820824","cli_t-30","2019-06-10 01:23:17","350",""
"0000725752","cli_t-30","2019-09-10 20:16:27","750",""
"0000732703","cli_t-30","2019-05-10 07:47:25","900",""
"0000275684","cli_t-30","2019-12-28 12:17:40","750",""
"0000478403","cli_t-30","2019-12-18 16:18:18","700",""
"0000321283","cli_t-30","2019-01-12 21:29:07","200",""
"0000685596","cli_t-30","2019-03-09 23:24:42","600",""
"0000441341","cli_t-30","2019-06-07 00:44:02","750",""
"0000307125","cli_t-30","2019-05-14 18:54:10","400",""
"00005113","cli_t-30","2019-10-06 06:49:25","700",""
"0000788873","cli_t-30","2019-08-10 09:56:46","200",""
"0000599416","cli_t-30","2019-10-29 10:18:18","250",""
"0000504039","cli_t-30","2019-09-13 16:38:43","400",""
"0000523437","cli_t-30","2019-11-13 13:19:15","550",""
"0000979966","cli_t-30","2019-05-12 22:00:37","850",""
"0000984468","cli_t-30","2019-01-29 00:04:36","700",""
"0000183552","cli_t-30","2019-03-03 13:47:04","350",""
"0000118432","cli_t-30","2019-12-28 21:45:09","850",""
"0000421411","cli_t-30","2019-02-04 02:37:06","700",""
"0000264708","cli_t-30","2019-12-16 16:50:21","150",""
"0000620236","cli_t-30","2019-05-03 04:36:31","500",""
"0000688888","cli_t-30","2019-06-12 17:09:11","900",""
"0000410867","cli_t-30","2019-05-23 13:29:16","300",""
"0000830010","cli_t-30","2019-02-06 08:28:47","900",""
"0000171657","cli_t-30","2019-08-13 18:18:40","800",""
"0000242893","cli_t-30","2019-12-26 18:38:51","700",""
"0000351232","cli_t-30","2019-05-22 22:06:03","450",""
"0000219720","cli_t-30","2019-07-23 22:25:47","900",""
"0000420288","cli_t-30","2019-04-02 04:55:15","500",""
"0000967120","cli_t-30","2019-01-12 04:18:43","300",""
"0000994634","cli_t-30","2019-12-18 09:04:43","650",""
"0000286406","cli_t-30","2019-09-15 20:13:50","900",""
"0000548603","cli_t-30","2019-03-26 16:40:53","500",""
"0000842677","cli_t-30","2019-04-07 01:40:46","700",""
"0000371387","cli_t-30","2019-03-13 15:51:25","300",""
"0000287492","cli_t-30","2019-04-26 22:15:01","700",""
"0000502287","cli_t-30","2019-12-17 19:11:06","400",""
"0000879591","cli_t-30","2019-05-22 00:17:46","150",""
"0000906204","cli_t-30","2019-11-23 09:01:23","700",""
"0000966437","cli_t-30","2019-02-13 00:27:39","600",""
"0000146093","cli_t-30","2019-08-10 09:20:36","500",""
"0000567731","cli_t-30","2019-08-03 16:24:52","800",""
"0000340142","cli_t-30","2019-09-13 08:16:08","300",""
"0000255153","cli_t-30","2019-12-05 21:41:43","350",""
"0000874854","cli_t-30","2019-07-10 13:19:17","750",""
"0000227097","cli_t-30","2019-08-25 02:02:17","650",""
"0000711808","cli_t-30","2019-06-07 07:14:47","800",""
"0000729589","cli_t-30","2019-04-29 16:21:15","600",""
"0000196400","cli_t-30","2019-06-13 02:29:31","150",""
"0000187483","cli_t-30","2019-01-15 18:01:38","850",""
"0000916495","cli_t-30","2019-03-01 04:49:48","350",""
"0000153779","cli_t-30","2019-03-20 20:04:55","650",""
"0000292491","cli_t-30","2019-07-13 07:29:11","300",""
"0000784140","cli_t-30","2019-04-02 12:06:58","300",""
"0000799395","cli_t-30","2019-09-21 04:15:08","250",""
"0000924982","cli_t-30","2019-02-28 21:03:38","700",""
"0000565348","cli_t-30","2019-09-11 14:29:34","300",""
"0000752349","cli_t-30","2019-07-20 17:05:38","350",""
"00008191","cli_t-30","2019-02-28 08:35:42","350",""
"0000520977","cli_t-30","2019-03-22 20:34:13","250",""
"0000639591","cli_t-30","2019-04-14 18:46:40","850",""
"000063667","cli_t-30","2019-11-12 02:02:55","500",""
"0000556044","cli_t-30","2019-01-09 08:53:48","600",""
"0000334520","cli_t-30","2019-02-04 11:05:43","350",""
"0000726740","cli_t-30","2019-05-22 05:40:02","750",""
"0000129670","cli_t-30","2019-01-03 14:05:55","750",""
"0000691370","cli_t-30","2019-03-13 22:29:13","100",""
"0000485854","cli_t-30","2019-11-28 08:48:05","100",""
"0000379174","cli_t-30","2019-10-21 07:52:56","300",""
"0000508687","cli_t-30","2019-06-19 20:12:55","450",""
"0000971593","cli_t-30","2019-06-06 22:32:00","300",""
"0000519207","cli_t-30","2019-07-07 12:41:16","350",""
"0000616072","cli_t-30","2019-02-04 09:52:30","650",""
"0000363983","cli_t-30","2019-02-25 12:00:41","150",""
"0000885857","cli_t-30","2019-08-07 00:51:26","150",""
"0000327808","cli_t-30","2019-04-12 04:34:09","900",""
"0000243598","cli_t-30","2019-09-27 14:23:35","250",""
"0000793317","cli_t-30","2019-12-18 16:13:52","450",""
"0000733373","cli_t-30","2019-03-30 09:32:39","150",""
"0000228246","cli_t-30","2019-06-19 00:56:13","750",""
"0000290473","cli_t-30","2019-02-07 21:35:07","200",""
"0000694389","cli_t-30","2019-11-09 01:35:14","450",""
"0000717059","cli_t-30","2019-11-22 18:02:42","850",""
"0000489420","cli_t-30","2019-01-02 06:46:17","400",""
"0000326810","cli_t-30","2019-05-29 02:38:07","850",""
"0000647987","cli_t-30","2019-01-22 08:31:58","350",""
"0000975657","cli_t-30","2019-03-25 05:45:18","900",""
"0000657641","cli_t-30","2019-01-13 20:01:07","750",""
"0000676191","cli_t-30","2019-09-14 03:41:06","750",""
"0000850774","cli_t-30","2019-07-10 05:38:07","250",""
